interval, total, insert, update counters, update state, calc, save, queue time, active, finished, insert, update, queue size
339,2,1,0,1,0,0,0,279,31,7,279,0
340,1,0,1,0,0,0,0,280,31,1,280,0
341,1,0,1,0,0,0,0,280,31,0,280,0
342,1,0,1,0,0,0,0,279,32,0,279,0
343,2,0,1,1,0,0,0,279,32,0,279,0
344,2,0,1,1,0,0,0,279,32,0,279,0
345,1,0,1,0,0,0,0,279,32,0,279,0
346,1,0,0,1,0,0,0,279,32,0,279,0
347,1,0,1,0,0,0,0,280,32,1,280,0
348,2,0,1,1,0,0,0,280,32,0,280,0
349,2,1,0,1,0,0,0,280,33,1,281,0
350,2,0,1,1,0,0,0,278,35,0,281,0
351,2,0,1,1,0,0,0,278,35,0,278,0
352,2,0,0,2,0,0,0,275,38,0,278,0
353,2,0,1,1,0,0,0,275,38,0,275,0
354,2,0,1,1,0,0,0,273,40,0,275,0
355,2,0,1,1,0,0,0,271,42,0,273,0
356,2,0,1,1,0,0,0,271,42,0,271,0
357,2,0,1,1,0,0,0,271,42,0,271,0
358,2,0,1,1,0,0,0,271,42,0,270,0
359,2,0,1,1,0,0,0,270,43,0,270,0
360,31,1,0,1,22,7,0,277,8,9,275,0
361,2,0,0,2,0,0,0,275,10,0,275,0
362,2,0,1,1,0,0,0,275,10,0,273,0
363,2,0,0,2,0,0,0,273,12,0,273,0
364,3,0,1,2,0,0,0,272,13,0,272,0
365,3,1,0,2,0,0,0,272,13,0,272,0
366,3,1,0,2,0,0,0,272,13,0,272,0
367,3,0,1,2,0,0,0,266,19,0,263,0
368,3,0,1,2,0,0,0,257,29,1,253,0
369,2,0,1,1,0,0,0,256,30,0,253,0
370,3,0,0,3,0,0,0,251,35,0,253,0
371,3,0,1,2,0,0,0,251,35,0,253,0
372,3,0,1,2,0,0,0,250,36,0,251,0
373,3,0,1,2,0,0,0,250,37,1,251,0
374,3,0,1,2,0,0,0,252,37,6,253,0
375,3,0,1,2,0,0,0,252,37,0,253,0
376,3,0,1,2,0,0,0,253,37,1,254,0
377,3,0,1,2,0,0,0,256,39,9,256,0
378,3,0,0,3,0,0,1,254,41,0,256,0
379,2,0,0,2,0,0,0,254,41,0,253,0
380,3,0,1,2,0,0,0,251,44,0,253,0
381,2,0,0,2,0,0,1,251,44,0,251,0
382,2,0,0,2,0,0,1,251,44,0,251,0
383,3,0,1,2,0,0,0,251,44,0,250,0
384,3,0,1,2,0,0,0,250,46,1,251,0
385,2,0,0,2,0,0,0,250,47,1,252,0
386,3,1,0,2,0,0,0,252,47,2,246,0
387,2,0,0,2,0,0,0,251,48,0,246,0
388,3,0,0,3,0,0,1,241,58,0,242,0
389,2,0,0,2,0,0,0,241,58,0,241,0
390,3,0,1,2,0,0,0,241,58,0,241,0
391,3,0,1,2,0,0,0,239,61,1,240,0
392,2,0,1,1,0,0,0,239,61,0,240,0
393,2,0,0,2,0,0,0,239,61,0,240,0
394,3,0,1,2,0,0,0,239,61,0,240,0
